2023年3月20日17点56分39秒	1-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=656049028857
2023年3月22日19点35分58秒	306-腰间盘突出专用药膏骨质增生腰肌劳损腰椎疼颈椎病肩周炎贴膏药贴-tmall.com天猫https://item.taobao.com/item.htm?id=638101672495
2023年3月22日19点36分0秒	307-艾草膝盖贴正品艾叶艾灸贴膝关节热敷贴颈椎贴生姜腰椎帖发热灸具-tmall.com天猫https://item.taobao.com/item.htm?id=617006371797
2023年3月22日19点36分1秒	308-修正远红外磁疗消痛贴肩周炎腰椎部位型膝盖跌打腰肌劳损正品1619-tmall.com天猫https://item.taobao.com/item.htm?id=673177489657
2023年3月22日19点36分3秒	309-修正腰椎间盘突出膏贴腰痛腰疼腰肌劳损肩周炎疼痛膏药贴199】-tmall.com天猫https://item.taobao.com/item.htm?id=682296118290
2023年3月22日19点36分4秒	310-松猫左旋肉碱胶囊壳聚糖泽泻那胶囊益天健牌蓝帽旗舰店正品lb-tmall.com天猫https://item.taobao.com/item.htm?id=684977726954
2023年3月22日19点36分9秒	311-修正感喻远红外腰腿疼痛贴骨性关节炎软组织损伤腰椎间盘突出贴XP-tmall.com天猫https://item.taobao.com/item.htm?id=682500100701
2023年3月22日19点36分13秒	312-G藏公奇方藏宫秘宝点磁透骨贴远红外消痛贴颈椎病腰椎间盘突出膏-tmall.com天猫https://item.taobao.com/item.htm?id=673678363744
2023年3月22日19点36分15秒	313-出错啦！ - 天猫-网上商城 品牌正品 七天无理由退换货 提供发票 商城保障-天猫-上天猫，就购了https://item.taobao.com/item.htm?id=672172363710
2023年3月22日19点36分16秒	314-蕲艾灸贴正品艾草自热贴膝盖腰椎精油热敷贴肚脐发热贴肩颈艾灸贴-tmall.com天猫https://item.taobao.com/item.htm?id=667874769129
2023年3月22日19点36分17秒	315-腰间盘腰椎疼痛突出专用贴膏压迫神经屁股疼腿麻直不起腰大黑膏-tmall.com天猫https://item.taobao.com/item.htm?id=676385697319
2023年3月22日19点36分22秒	316-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=617236649266
2023年3月22日19点36分24秒	317-烈鹤肩周贴炎冷敷贴膏理疗发热贴颈椎腰椎间盘贴列鹤肩周贴-tmall.com天猫https://item.taobao.com/item.htm?id=654375659872
2023年3月22日19点36分25秒	318-苗方百草止痛贴腰椎盘突出贴膏风湿类关节痛肩周炎专用药膏腰疼贴-tmall.com天猫https://item.taobao.com/item.htm?id=618624562432
2023年3月22日19点36分26秒	319-同舒堂官方腰椎间盘突出贴腰部酸胀疼痛下肢放射痛坐骨神经痛膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=653644890453
2023年3月22日19点36分28秒	320-乐修蝎毒腰椎型冷敷贴腰部损伤腰疼腿麻贴膏腰间盘疼痛医用膏药贴-tmall.com天猫https://item.taobao.com/item.htm?id=656293470684
2023年3月22日19点36分29秒	321-祖医堂腰椎部位型冷敷凝胶冷敷理疗腰间盘福建李时珍集团膝盖颈椎-tmall.com天猫https://item.taobao.com/item.htm?id=642081770981
2023年3月22日19点36分34秒	322-Dr.Rotus远红外治疗贴膏适用于腰椎间盘突出肌肉劳损等的辅助治疗-tmall.com天猫https://item.taobao.com/item.htm?id=676843064109
2023年3月22日19点36分38秒	323-出错啦！ - 天猫-网上商城 品牌正品 七天无理由退换货 提供发票 商城保障-天猫-上天猫，就购了https://item.taobao.com/item.htm?id=622266334382
2023年3月22日19点36分40秒	324-晨洁骨科敷料颈椎病腰椎间盘突出股骨头坏死软组织损伤膏贴敷贴-tmall.com天猫https://item.taobao.com/item.htm?id=587218565575
2023年3月22日19点36分44秒	325-效佳堂老黑膏腰间盘腰痛腰突突出痛腰椎间盘膏贴坐骨神经腰疼贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=623839317388
2023年3月22日19点36分49秒	326-太昊新白马寺痛消贴新政远红外贴腰椎间盘突出颈椎肩周关节炎膏药-tmall.com天猫https://item.taobao.com/item.htm?id=593722780220
2023年3月22日19点36分50秒	327-正虎堂官方旗舰店艾草膝盖贴正品艾灸贴颈椎肩周腰椎膝关节热敷贴-tmall.com天猫https://item.taobao.com/item.htm?id=624759568142
2023年3月22日19点36分52秒	328-透固康颈肩腰腿综合型 广州康采通可贴医用冷敷贴外用贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=602400630343
2023年3月22日19点36分53秒	329-三七贴百年官方旗舰店扁氏正品颈椎肩周颈腰椎膝盖艾灸发热贴热敷-tmall.com天猫https://item.taobao.com/item.htm?id=669850258109
2023年3月22日19点36分54秒	330-九洲福磁疗艾灸贴 官方正品颈腰椎肩部疼痛本草暖宫艾灸发热贴JF-tmall.com天猫https://item.taobao.com/item.htm?id=646338048640
2023年3月22日19点36分56秒	331-腰椎间盘突出专用贴膏压迫神经腰疼神器药贴腰肌劳损腰痛膏药贴-tmall.com天猫https://item.taobao.com/item.htm?id=628719227656
2023年3月22日19点36分57秒	332-袋鼠医生艾草艾灸贴发热贴颈椎腰椎膝盖暖颈暖自发热艾贴热敷贴-tmall.com天猫https://item.taobao.com/item.htm?id=636521050259
2023年3月22日19点37分1秒	333-腰椎间盘突出专用药膏骨质增生颈椎病肩周炎贴膏劳损骨刺膏贴膏药-tmall.com天猫https://item.taobao.com/item.htm?id=606375516564
2023年3月22日19点37分6秒	334-易灸灸艾灸贴熟灸贴肩颈腰椎关节肚脐贴蕲艾四代艾草热敷贴蕲艾贴-tmall.com天猫https://item.taobao.com/item.htm?id=642967479463
2023年3月22日19点37分10秒	335-艾草贴艾灸百年肩颈热敷暖膝盖腰椎颈椎扁氏发热帖官方旗舰店正品-tmall.com天猫https://item.taobao.com/item.htm?id=667341861436
2023年3月22日19点37分12秒	336-镇痛灸腰痛风湿贴颈椎病腰疼腰椎间盘突出膏贴武汉国灸胃痛灸热敷-tmall.com天猫https://item.taobao.com/item.htm?id=545845349644
2023年3月22日19点37分16秒	337-京恩堂艾草贴九州福磁疗艾灸贴热敷贴腰椎膝盖肩颈腰椎酸痛发热贴-tmall.com天猫https://item.taobao.com/item.htm?id=601883188179
2023年3月22日19点37分21秒	338-古方艾灸贴艾草发热贴正品宫暖肚子艾叶肩颈热敷颈椎贴腰椎贴宫寒-tmall.com天猫https://item.taobao.com/item.htm?id=605701141523
2023年3月22日19点37分22秒	339-艾草颈椎贴肩颈热敷贴颈肩腰腿艾灸贴膝盖关节腰椎家用灸疗贴正品-tmall.com天猫https://item.taobao.com/item.htm?id=616238448313
2023年3月22日19点37分26秒	340-云南白药正品艾草贴颈椎贴艾叶艾灸肩颈腰椎生姜膝盖关节发热敷帖-tmall.com天猫https://item.taobao.com/item.htm?id=665760820708
2023年3月22日19点37分31秒	341-帝翰清蜂堂筋骨通林氏清风堂筋骨贴清峰堂冷敷贴颈椎肩周腰椎-tmall.com天猫https://item.taobao.com/item.htm?id=635891521366
2023年3月22日19点37分32秒	342-武夫人艾草颈椎贴艾叶艾灸膝盖贴肚脐贴肩周腰椎膝关节热敷艾脐贴-tmall.com天猫https://item.taobao.com/item.htm?id=610871122029
2023年3月22日19点37分37秒	343-九洲福磁疗艾灸贴官网正品颈肩腰椎玲珑灸贴暖九州福艾艾灸贴膏宫-tmall.com天猫https://item.taobao.com/item.htm?id=628500694776
2023年3月22日19点37分38秒	344-蒙古奥神蒙奥蒙澳神蒙古黑膏贴膏官方旗舰店远红外贴奥神腰椎贴-tmall.com天猫https://item.taobao.com/item.htm?id=683936981195
2023年3月22日19点37分40秒	345-百年扁氏艾草腰椎贴正品肩颈腰间盘突出艾灸艾叶艾腰贴官方旗舰店-tmall.com天猫https://item.taobao.com/item.htm?id=644662613949
2023年3月22日19点37分44秒	346-南京同仁堂绿金家园颈椎腰椎膝盖贴膏足跟腱鞘关节贴小黑膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=682416697145
2023年3月22日19点37分45秒	347-北京同仁堂艾草腰椎贴颈椎贴膝盖热敷贴艾灸贴官方旗舰店正品2048-tmall.com天猫https://item.taobao.com/item.htm?id=684825686363
2023年3月22日19点37分47秒	348-修正腰椎间盘突出膏贴腰痛腰疼腰肌劳损肩周炎疼痛膏药贴199】-tmall.com天猫https://item.taobao.com/item.htm?id=681402626338
2023年3月22日19点37分48秒	349-金子姜黄三七贴电视同款扁氏旗舰店百年艾草灸贴膝盖颈椎腰椎正品-tmall.com天猫https://item.taobao.com/item.htm?id=673244318581
2023年3月22日19点37分53秒	350-太阳神腰痛灸太阳灸腰椎间盘风湿病腰腿骨质增生老寒腿热贴膏药WG-tmall.com天猫https://item.taobao.com/item.htm?id=15383710021
2023年3月22日19点37分54秒	351-艾草贴颈椎肩周腰椎膝盖贴关节疼痛艾叶热敷关节艾灸发热官方正品-tmall.com天猫https://item.taobao.com/item.htm?id=684828753663
2023年3月22日19点37分56秒	352-买1发2】同济堂艾草肩周贴12贴 腰椎艾灸贴膝盖贴家用关节贴MQ-tmall.com天猫https://item.taobao.com/item.htm?id=670181512891
2023年3月22日19点38分0秒	353-修正腰肌劳损膏药贴腰疼腰椎贴膏腰间盘突出腰扭伤贴膏专用热敷贴-tmall.com天猫https://item.taobao.com/item.htm?id=678613433339
2023年3月22日19点38分5秒	354-骨刺骨质增生一擦灵膝盖关节颈椎腰椎去疼痛脚后跟肿专用膏药贴根-tmall.com天猫https://item.taobao.com/item.htm?id=675167320051
2023年3月22日19点38分6秒	355-烈鹤腰椎贴腰间盘突出肩周肩膀颈椎关节列鹤和腰疼腿疼贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=652072369117
2023年3月22日19点38分7秒	356-腰间盘突出贴颈肩腰腿关节腰部劳损压迫腰疼腰痛增生腰椎部位型贴-tmall.com天猫https://item.taobao.com/item.htm?id=615917911025
2023年3月22日19点38分9秒	357-买2送1】葛家传冷敷贴10贴腰椎型颈椎型-tmall.com天猫https://item.taobao.com/item.htm?id=650702458237
2023年3月22日19点38分10秒	358-药房直售南京同仁堂生物科技远红外痛可贴肩周腰椎关节贴颈椎贴-tmall.com天猫https://item.taobao.com/item.htm?id=631341781793
2023年3月22日19点38分12秒	359-祖医堂腰椎腰间盘腰痛腰肌劳损腰部酸胀僵硬热敷贴旗舰店辅助治疗-tmall.com天猫https://item.taobao.com/item.htm?id=643119589467
2023年3月22日19点38分13秒	360-出错啦！ - 天猫-网上商城 品牌正品 七天无理由退换货 提供发票 商城保障-天猫-上天猫，就购了https://item.taobao.com/item.htm?id=605639311489
2023年3月22日19点38分17秒	361-南京同仁堂艾草腰椎贴腰椎间盘突出疼痛腰肌劳损压迫神经腰疼腿麻-tmall.com天猫https://item.taobao.com/item.htm?id=683760790469
2023年3月22日19点38分19秒	362-腰椎间盘突出腰肌劳损腰疼压迫神经腿疼专用部位型冷敷凝胶膏药贴-tmall.com天猫https://item.taobao.com/item.htm?id=659604762043
2023年3月22日19点38分23秒	363-艾扁鹊艾草颈椎贴腰椎贴膝盖贴肩周贴生姜贴膏正品am-tmall.com天猫https://item.taobao.com/item.htm?id=632913116953
2023年3月22日19点38分25秒	364-龙韵老膏药腰椎间盘腿疼痛贴风湿性关节炎膝盖贴腰肌劳损远红外YF-tmall.com天猫https://item.taobao.com/item.htm?id=624137607655
2023年3月22日19点38分26秒	365-北京同仁堂膏贴可搭腰椎间盘突出颈椎腰痛脊椎止关节疼扭伤贴膏JR-tmall.com天猫https://item.taobao.com/item.htm?id=673306914412
2023年3月22日19点38分28秒	366-德济堂红荮医用疼痛冷敷贴颈椎腰椎筋骨膝关节坐骨肩周炎专用膏药-tmall.com天猫https://item.taobao.com/item.htm?id=609061757421
2023年3月22日19点38分29秒	367-苗弟子苗方艾草腰椎贴型艾草贴百年发热扁氏官方旗舰店腰痛贴正品-tmall.com天猫https://item.taobao.com/item.htm?id=673768531901
2023年3月22日19点38分33秒	368-腰椎贴腰部疼痛麻木骨质增生部位型贴膏颈椎压迫坐骨神经消痛药贴-tmall.com天猫https://item.taobao.com/item.htm?id=672461006292
2023年3月22日19点38分35秒	369-买5送3众知堂筋骨贴筋骨王冷敷贴腰椎颈椎贴四肢关节疼痛黑膏药贴-tmall.com天猫https://item.taobao.com/item.htm?id=676731354953
2023年3月22日19点38分40秒	370-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=688409406515
2023年3月22日19点38分41秒	371-【买2送1买3送2】德御堂医用冷敷贴颈椎肩周腰腿疼痛腰椎间盘突出-tmall.com天猫https://item.taobao.com/item.htm?id=643705565645
2023年3月22日19点38分42秒	372-修宁康蝎毒磁疗贴风湿关节炎肩周腰腿痛颈腰椎间盘突出骨增生1HY-tmall.com天猫https://item.taobao.com/item.htm?id=683095668385
2023年3月22日19点38分47秒	373-天鲁热可贴颈椎痛肩周腰椎疼痛膝盖酸痛风湿骨发热贴关节2贴装-tmall.com天猫https://item.taobao.com/item.htm?id=668443390706
2023年3月22日19点38分48秒	374-苗八怪 远红外贴 【天猫正品】肩颈腰腿膝盖关节止痛贴 腰椎颈椎-tmall.com天猫https://item.taobao.com/item.htm?id=688279939097
2023年3月22日19点38分50秒	375-泰宝痛消贴肩周炎腰椎间盘突出颈椎病关节疼肌腱急慢性扭挫伤劳损-tmall.com天猫https://item.taobao.com/item.htm?id=655947075872
2023年3月22日19点38分54秒	376-腰椎间盘突出膏药贴腰疼膏贴腰肌劳损骨刺增生痛风湿关节炎专用药-tmall.com天猫https://item.taobao.com/item.htm?id=607522116570
2023年3月22日19点38分56秒	377-绿尔康活络贴颈椎腰椎间盘突出软组织损失引起疼痛症状的辅助治疗-tmall.com天猫https://item.taobao.com/item.htm?id=650955447259
2023年3月22日19点38分57秒	378-日本坐骨神经通络药膏贴腰椎压迫神经腰疼大小腿疼损伤腰间盘突出-tmall.com天猫https://item.taobao.com/item.htm?id=686813817985
2023年3月22日19点39分2秒	379-艾灸贴艾草膏药贴发热敷颈椎病腰椎间盘突出膝盖关节肩周炎膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=663663351636
2023年3月22日19点39分3秒	380-【3盒仅34/5送4】广德信苗毒方冷敷贴6贴/盒-tmall.com天猫https://item.taobao.com/item.htm?id=678243931700
2023年3月22日19点39分8秒	381-冠仕烈列鹤腰肌劳损冷敷贴腰椎疼痛损伤膏同舒叔堂活血贴肩周炎-tmall.com天猫https://item.taobao.com/item.htm?id=678709011586
2023年3月22日19点39分9秒	382-买1送1妙艾堂艾草膝盖贴颈肩肩颈腰椎发热艾草贴艾灸贴12贴/盒MQ-tmall.com天猫https://item.taobao.com/item.htm?id=636654880725
2023年3月22日19点39分13秒	383-日本骨质增生用专药膏贴去足跟痛膝盖根骨刺增生一贴灵消肿腰椎疼-tmall.com天猫https://item.taobao.com/item.htm?id=643724505578
2023年3月22日19点39分18秒	384-雪莲透骨消疼贴玉灵重庆颈肩腰腿型关节骨质腰椎贴-tmall.com天猫https://item.taobao.com/item.htm?id=664790972825
2023年3月22日19点39分19秒	385-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=668454382163
2023年3月22日19点39分21秒	386-北京同仁堂颈椎病肩周炎腰椎间盘突出部位型风湿关节痛理疗贴热敷-tmall.com天猫https://item.taobao.com/item.htm?id=676610791969
2023年3月22日19点39分26秒	387-【买2送1】乐修蝎毒冷敷贴8贴/盒肩周型颈椎型膝盖型腰椎型-tmall.com天猫https://item.taobao.com/item.htm?id=672915032465
2023年3月22日19点39分27秒	388-艾灸贴正品艾草颈椎膝盖腰椎贴艾艾脐贴艾叶贴自发热蕲艾精油贴-tmall.com天猫https://item.taobao.com/item.htm?id=560854174632
2023年3月22日19点39分28秒	389-【买2送1】御康茗医用冷敷贴腰椎间盘突出腰肌劳损颈椎肩周炎疼痛-tmall.com天猫https://item.taobao.com/item.htm?id=667375466232
2023年3月22日19点39分30秒	390-艾草膝盖贴正品艾叶艾灸贴膝关节疼痛热敷贴颈椎生姜腰椎帖-tmall.com天猫https://item.taobao.com/item.htm?id=627352760445
2023年3月22日19点39分34秒	391-买5送1】蓓轻松热疗贴5贴/盒-tmall.com天猫https://item.taobao.com/item.htm?id=675044721190
2023年3月22日19点39分35秒	392-北京同仁堂远红外理疗贴腰椎膝盖肩周炎颈椎疼痛部位型专用膏贴AZ-tmall.com天猫https://item.taobao.com/item.htm?id=680275351468
2023年3月22日19点39分37秒	393-宛福堂艾草灸自发热贴暖宝宝恒温时间长正品大尺寸草本热敷暖肚子-tmall.com天猫https://item.taobao.com/item.htm?id=617873156465
2023年3月22日19点39分41秒	394-买2送1】孝吉堂远红外贴腰椎疼痛颈椎肩周膝盖风湿关节骨质增生贴-tmall.com天猫https://item.taobao.com/item.htm?id=670363171412
2023年3月22日19点39分46秒	395-雷神火泥艾灸贴远红外贴8贴/盒厂家直供-tmall.com天猫https://item.taobao.com/item.htm?id=627337636700
2023年3月22日19点39分50秒	396-修正腰间盘突出非专用压迫神经腰椎间盘贴膏腰痛腰疼部位贴肩药膏-tmall.com天猫https://item.taobao.com/item.htm?id=686585799526
2023年3月22日19点39分52秒	397-原湖北李时珍艾草颈椎贴正虎堂艾草颈椎贴膝盖贴肩周贴12片装正品-tmall.com天猫https://item.taobao.com/item.htm?id=648493428671
2023年3月22日19点39分53秒	398-苗弟子苗方艾草贴颈椎型腰椎艾灸贴关节肩周疼痛膝盖正品修复贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=644954607277
2023年3月22日19点39分58秒	399-坐骨神经贴-tmall.com天猫https://item.taobao.com/item.htm?id=684793580102
2023年3月22日19点40分2秒	400-骨刺骨质增生专用药膏贴一贴灵膝关节疼痛肿胀颈椎腰椎足跟去骨刺-tmall.com天猫https://item.taobao.com/item.htm?id=675088692481
2023年3月22日19点40分4秒	401-颈椎腰椎膝盖膝关节腰蝎毒骨质增生骨痛贴辅助治疗贴膏的药膏药贴-tmall.com天猫https://item.taobao.com/item.htm?id=641224361073
2023年3月22日19点40分8秒	402-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=684471312017
2023年3月22日19点40分10秒	403-金超亚灸热敷灵 腰椎间盘B型 3贴/盒-tmall.com天猫https://item.taobao.com/item.htm?id=640683452350
2023年3月22日19点40分15秒	404-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=655349884207
2023年3月22日19点40分20秒	405-啊哦，系统升级中！-理想生活上天猫https://item.taobao.com/item.htm?id=687522296360
2023年3月22日19点40分21秒	406-古校长颈椎部位型喷剂冷敷凝胶非元宝堂专用腰椎筋骨康疼病药房PT-tmall.com天猫https://item.taobao.com/item.htm?id=680842430266
2023年3月22日19点40分26秒	407-五毒追风透骨贴风湿类风湿祛风除湿腰椎盘突出颈椎疼痛止痛膏药贴-tmall.com天猫https://item.taobao.com/item.htm?id=670200752573
2023年3月22日19点40分27秒	408-压迫坐骨神经痛消膏液走珠器腰椎间盘突出腰肌劳损小腿麻腰疼膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=610815652243
2023年3月22日19点40分32秒	409-舒筋健腰贴医用冷敷贴颈椎腰椎风湿关节肩周骨质增生官方旗舰店-tmall.com天猫https://item.taobao.com/item.htm?id=684575555535
2023年3月22日19点40分33秒	410-仁和痛贴灵颈椎贴风湿类关节疼腰椎间盘突出肩周炎骨质增生贴膏药-tmall.com天猫https://item.taobao.com/item.htm?id=639832745425
2023年3月22日19点40分35秒	411-腰椎间盘专用膏药贴髓核突出压迫坐骨神经腰疼腰椎部位型冷敷凝胶-tmall.com天猫https://item.taobao.com/item.htm?id=681629271464
2023年3月22日19点40分39秒	412-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=588760228199
2023年3月22日19点40分41秒	413-骨质增生非专用膏药贴膝盖腰椎颈椎骨刺关节疼痛医用冷敷走珠器-tmall.com天猫https://item.taobao.com/item.htm?id=641532339097
2023年3月22日19点40分45秒	414-腰椎间盘疼痛专用膏药贴腰间盘脊椎痛部位型下肢疼腰部麻木贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=641342390398
2023年3月22日19点40分47秒	415-正品聚健堂腰椎保健贴（买2送1/买3送2）腰椎劳损骨刺腰腿麻木贴-tmall.com天猫https://item.taobao.com/item.htm?id=670120918988
2023年3月22日19点40分51秒	416-官方旗舰店正品万痛筋骨贴送万痛筋骨油通用型肩周炎关节颈椎腰椎-tmall.com天猫https://item.taobao.com/item.htm?id=680455866043
2023年3月22日19点40分53秒	417-腰椎间盘疼痛非专用膏药贴腰椎膨出贴腿疼屁股痛麻木正品发热贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=644081836050
2023年3月22日19点40分57秒	418-出错啦！ - 天猫-网上商城 品牌正品 七天无理由退换货 提供发票 商城保障-天猫-上天猫，就购了https://item.taobao.com/item.htm?id=632023411306
2023年3月22日19点40分58秒	419-艾草颈椎贴腰椎贴正品肩周艾灸发热膏贴膝盖关节热敷官方旗舰店XY-tmall.com天猫https://item.taobao.com/item.htm?id=687337974319
2023年3月22日19点41分3秒	420-彪中堂远红外理疗贴天猫正品腰椎间盘突出软组织损伤颈椎风湿关节-tmall.com天猫https://item.taobao.com/item.htm?id=685428987581
2023年3月22日19点41分4秒	421-杨工坊万痛筋骨贴远红外筋骨痛贴肩周颈椎腰椎关节痛可贴-tmall.com天猫https://item.taobao.com/item.htm?id=667423609309
2023年3月22日19点41分6秒	422-出错啦！ - 天猫-网上商城 品牌正品 七天无理由退换货 提供发票 商城保障-天猫-上天猫，就购了https://item.taobao.com/item.htm?id=675926546722
2023年3月22日19点41分7秒	423-海力医生猛虎通关热敷贴腰间盘突出腰肌劳损骨质增生痛专用膏药贴-tmall.com天猫https://item.taobao.com/item.htm?id=674117751054
2023年3月22日19点41分12秒	424-百年扁氏关宁喷剂喷雾膝盖腰椎肩颈艾草艾灸液非贴官方正品旗舰店-tmall.com天猫https://item.taobao.com/item.htm?id=685612582287
2023年3月22日19点41分16秒	425-艾草膝盖颈椎三七贴正品腰椎官方旗舰店百年同仁堂扁氏发热贴艾灸-tmall.com天猫https://item.taobao.com/item.htm?id=651860303918
2023年3月22日19点41分18秒	426-健洛特腰椎穴位贴部位型凝胶腰椎间盘突出腰肌劳损专用膏药正品XP-tmall.com天猫https://item.taobao.com/item.htm?id=684359214493
2023年3月22日19点41分19秒	427-艾草颈椎贴膝盖贴腰椎贴热敷暖宫姜贴艾灸贴官方旗舰店正品-tmall.com天猫https://item.taobao.com/item.htm?id=667698611957
2023年3月22日19点41分23秒	428-帝翰林氏清蜂堂筋骨通贴清风峰堂冷敷贴颈椎肩周腰椎间盘贴筋骨贴-tmall.com天猫https://item.taobao.com/item.htm?id=686923631245
2023年3月22日19点41分25秒	429-腰椎管狭窄腰椎间盘突出专用治压迫神经腰疼屁股疼腿麻黑药膏药贴-tmall.com天猫https://item.taobao.com/item.htm?id=671479286335
2023年3月22日19点41分26秒	430-汇仁肩周炎风湿类关节颈椎病腰椎间盘突出腰痛贴灵止疼专用药贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=656835686690
2023年3月22日19点41分31秒	431-修正正品艾草腰椎贴正品艾灸贴发热贴热敷湿气艾草贴腰椎间盘贴-tmall.com天猫https://item.taobao.com/item.htm?id=627421867498
2023年3月22日19点41分32秒	432-多盒优惠】正品护力达远红外贴10贴装腰椎骨质增生滑膜膝盖老寒腿-tmall.com天猫https://item.taobao.com/item.htm?id=674298145713
2023年3月22日19点41分37秒	433-今古透藏巴布肩周关节颈椎腰椎筋骨疼痛腰腿疼痛医用冷敷贴-tmall.com天猫https://item.taobao.com/item.htm?id=676899456404
2023年3月22日19点41分41秒	434-出错啦！ - 天猫-网上商城 品牌正品 七天无理由退换货 提供发票 商城保障-天猫-上天猫，就购了https://item.taobao.com/item.htm?id=671747507225
2023年3月22日19点41分43秒	435-艾草颈椎贴腰椎肩周炎酸痛专用贴膏腰间盘突出去风湿气关节膏药贴-tmall.com天猫https://item.taobao.com/item.htm?id=626392659498
2023年3月22日19点41分44秒	436-啊哦，系统升级中！-理想生活上天猫https://item.taobao.com/item.htm?id=657373090897
2023年3月22日19点41分49秒	437-神奇制药医用冷敷贴颈椎腰椎肩周关节骨质增生腰腿筋骨疼痛贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=629421919284
2023年3月22日19点41分53秒	438-腰部热敷贴自发热暖腰贴男女暖腹帖暖宝宝防寒保暖护腰神器腰椎贴-tmall.com天猫https://item.taobao.com/item.htm?id=685061047630
2023年3月22日19点41分58秒	439-宋奇良方骨质增生骨刺专用贴膝盖颈椎腰椎足跟关节疼痛膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=627754770955
2023年3月22日19点41分59秒	440-腰椎部位型间盘突出腰肌贴劳损贴膏腰间盘专用膏腰腿疼痛热敷膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=592582396903
2023年3月22日19点42分4秒	441-苗方百草止痛止疼贴骨质肩周颈椎腰椎膏药贴关节冷敷贴疼痛A-tmall.com天猫https://item.taobao.com/item.htm?id=648675633452
2023年3月22日19点42分5秒	442-百年艾草颈椎贴腰椎劲椎生姜艾灸贴膏肩颈膝盖颈肩扁式颈部富贵包-tmall.com天猫https://item.taobao.com/item.htm?id=625733437693
2023年3月22日19点42分7秒	443-北京同仁堂艾草颈椎贴腰椎膝盖贴艾灸发热敷贴非膏药官方旗舰店nz-tmall.com天猫https://item.taobao.com/item.htm?id=676866763400
2023年3月22日19点42分11秒	444-出错啦！ - 天猫-网上商城 品牌正品 七天无理由退换货 提供发票 商城保障-天猫-上天猫，就购了https://item.taobao.com/item.htm?id=671494501161
2023年3月22日19点42分13秒	445-日本骨质增生膏贴片膝盖骨刺关节疼痛颈椎腰椎脚后跟磁疗贴-tmall.com天猫https://item.taobao.com/item.htm?id=684275209316
2023年3月22日19点42分14秒	446-冷敷凝胶颈肩腰腿型关节肩周炎LP-tmall.com天猫https://item.taobao.com/item.htm?id=683691120982
2023年3月22日19点42分15秒	447-李时珍腰椎贴压迫神经膝盖疼痛麻木腰部扭伤压迫神经医用冷敷凝胶-tmall.com天猫https://item.taobao.com/item.htm?id=680967548022
2023年3月22日19点42分20秒	448-修正辅助治疗腰间盘突出压迫神经痛疼膏贴膨腰突腰椎间盘专用贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=614001082223
2023年3月22日19点42分24秒	449-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=646137875472
2023年3月22日19点42分29秒	450-同济堂艾草膝盖贴腰椎肩周肩颈关节艾灸颈椎生姜贴旗舰店XL-tmall.com天猫https://item.taobao.com/item.htm?id=633183549028
2023年3月22日19点42分31秒	451-海步筋骨万通远红外磁疗理疗贴骨性关节炎腰椎间盘突出肩周炎膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=677002670399
2023年3月22日19点42分32秒	452-【官方正品】湘西土家梯玛古法黑膏贴冷敷贴颈肩腰腿手足关节贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=615124784543
2023年3月22日19点42分33秒	453-远红外膏药贴肩周炎专用贴膏骨性关节骨质增生膏药腰椎间盘突出贴-tmall.com天猫https://item.taobao.com/item.htm?id=588633000394
2023年3月22日19点42分35秒	454-买2送1】郭医世家冷敷贴12贴肩周颈腰腰椎型-tmall.com天猫https://item.taobao.com/item.htm?id=669453461369
2023年3月22日19点42分39秒	455-南京同仁堂腰椎间盘专用贴膏腰椎突出压迫神经腰疼腿麻腰肌劳损-tmall.com天猫https://item.taobao.com/item.htm?id=678836973578
2023年3月22日19点42分41秒	456-买2送1/5送5】孙药王关节冷敷贴10贴/盒颈椎腰腿膝盖肩周腰椎-tmall.com天猫https://item.taobao.com/item.htm?id=674421814262
2023年3月22日19点42分42秒	457-王氏医用冷敷贴官方正品官网坐骨神经颈椎腰椎间盘贴老王黑膏贴家-tmall.com天猫https://item.taobao.com/item.htm?id=679151881364
